account,symbol,execution price,size,side,time,start position,event,closedPnL,leverage,date
2,BTC,40802.33745661642,1.7493077112041557,buy,2023-01-01 20:00:00,-6.810154749172835,trade,-1207.0216478572156,1.2731842497970383,2023-01-01
64,BTC,45245.11389570255,1.6312582602234802,sell,2023-01-01 21:00:00,-6.790747714575471,trade,-1075.312393049238,8.594315772924755,2023-01-01
60,BTC,44103.96826989661,1.6010578289834165,buy,2023-01-01 22:00:00,-8.590161087137107,trade,1676.393027208203,5.142961455784886,2023-01-01
21,BTC,49823.78616908607,0.6788903642862775,buy,2023-01-01 23:00:00,-6.28706590197514,trade,-945.5068799427312,2.9582914593848004,2023-01-01
33,BTC,41120.38902168052,0.25374663779737916,buy,2023-01-02 00:00:00,3.2843876997793657,trade,-1153.3505105959593,2.204003304945712,2023-01-02
76,BTC,43978.55599045742,0.8656623396538067,buy,2023-01-02 01:00:00,7.63381223687016,trade,1137.3145423647293,9.579764508241354,2023-01-02
58,BTC,49694.70433275369,0.4296965784743665,sell,2023-01-02 02:00:00,6.282513711823235,trade,338.55287628591424,1.6539902882304105,2023-01-02
22,BTC,48655.0712589398,1.4204070689146773,buy,2023-01-02 03:00:00,3.7026861974896814,trade,-937.9255765363988,2.791840779423331,2023-01-02
89,BTC,48170.7207094928,0.7575894804217924,sell,2023-01-02 04:00:00,-7.791362731777946,trade,216.624975404619,4.1304011268974135,2023-01-02
49,BTC,42579.0282704494,1.9536593816338383,sell,2023-01-02 05:00:00,-4.216251074081003,trade,-1025.7526836402774,6.582113640650084,2023-01-02
91,BTC,41708.87587390066,1.317846946956131,buy,2023-01-02 06:00:00,-3.8038624935506204,trade,1100.8213984226052,5.903209767484886,2023-01-02
59,BTC,46686.43219924431,1.6627130709052858,sell,2023-01-02 07:00:00,-5.0008610720475755,trade,1061.3709648731335,2.1307914317108256,2023-01-02
42,BTC,49293.759891275855,0.351796878209512,sell,2023-01-02 08:00:00,0.3001131941944628,trade,532.0061988219431,3.6075518536439315,2023-01-02
92,BTC,45567.6289301393,1.7378275163179828,buy,2023-01-02 09:00:00,0.7110762975934506,trade,361.66106124701656,3.1487659397742167,2023-01-02
60,BTC,45716.126894699,1.8532386619754493,sell,2023-01-02 10:00:00,-2.862280496577796,trade,1761.1881248673737,2.9218856904130726,2023-01-02
80,BTC,42799.79093660284,1.0254176457559783,sell,2023-01-02 11:00:00,-2.92421682527128,trade,-0.31367261177471206,4.7002990283198836,2023-01-02
15,BTC,47694.92933191937,1.2518805817268572,sell,2023-01-02 12:00:00,6.571111958121627,trade,-1181.8741254208012,7.336283073324912,2023-01-02
62,BTC,41870.43748557523,1.5531386217156913,sell,2023-01-02 13:00:00,5.7858569663937125,trade,449.47391283230684,2.9570763899551236,2023-01-02
62,BTC,43236.792364042434,0.4321933917947839,buy,2023-01-02 14:00:00,-3.844083366385087,trade,2086.0470495371137,4.300109917326832,2023-01-02
47,BTC,44254.36438616417,1.0548755452805405,sell,2023-01-02 15:00:00,8.275768877465186,trade,-1014.7594931858521,4.5182568415704605,2023-01-02
62,BTC,45076.10378684455,0.8574597527673948,sell,2023-01-02 16:00:00,9.056300340050122,trade,-361.46276669398577,9.788108764918691,2023-01-02
51,BTC,42424.0973241508,0.37811058510827333,sell,2023-01-02 17:00:00,-3.465149159399184,trade,416.44603810145264,9.59199721191162,2023-01-02
55,BTC,41148.368247392034,0.7983154023539096,sell,2023-01-02 18:00:00,-2.9115010241389028,trade,-53.90484900573916,8.201238244768684,2023-01-02
64,BTC,46106.200424416325,0.22952738783243778,buy,2023-01-02 19:00:00,0.11268306843917664,trade,-982.3035803773146,3.1749302873726664,2023-01-02
3,BTC,42886.305532402555,0.14904262320402528,sell,2023-01-02 20:00:00,8.82241625067347,trade,1121.8578562304708,1.6123358268250272,2023-01-02
51,BTC,45812.38221422612,0.3568159493941633,buy,2023-01-02 21:00:00,7.52638866284623,trade,2320.040722017259,3.852137239485623,2023-01-02
7,BTC,41543.627152742025,1.9299187120194303,sell,2023-01-02 22:00:00,-7.948640748328204,trade,196.13145902390733,3.4011509449044777,2023-01-02
21,BTC,44811.401018548175,1.1441061182005323,buy,2023-01-02 23:00:00,-2.1453851345716757,trade,-904.0682897360003,5.553332201317545,2023-01-02
73,BTC,45325.89432551586,1.935062106191118,buy,2023-01-03 00:00:00,1.0674237949954364,trade,-1548.960525053475,7.999551190610138,2023-01-03
39,BTC,40518.23536822427,0.9217459688272507,buy,2023-01-03 01:00:00,0.06264945103080066,trade,257.97598122118086,8.724906449909723,2023-01-03
18,BTC,43366.042781939206,0.6924506528619931,buy,2023-01-03 02:00:00,-6.1227386412621465,trade,1103.8773433162576,8.603776768694576,2023-01-03
4,BTC,41344.14676938974,1.0616695393964637,buy,2023-01-03 03:00:00,7.176335423363092,trade,475.1677464953816,4.237080051007609,2023-01-03
89,BTC,40633.74970472768,0.9350722084025291,sell,2023-01-03 04:00:00,3.5388156599367466,trade,-2.4038409188538443,7.185109091146146,2023-01-03
60,BTC,49899.60232389945,0.30076290009731343,sell,2023-01-03 05:00:00,6.758167497036073,trade,-589.2716517893061,3.8155077777179804,2023-01-03
14,BTC,43223.538449747226,1.317569997911392,sell,2023-01-03 06:00:00,7.1752855869894425,trade,-1092.1636327180897,1.5481498891166443,2023-01-03
9,BTC,48098.74445854635,0.5104725467682393,buy,2023-01-03 07:00:00,4.967117073314796,trade,834.7513263248821,7.314087390426481,2023-01-03
90,BTC,42546.40654763764,1.2772171143058761,sell,2023-01-03 08:00:00,-1.2157879750056537,trade,913.7716213855856,1.0884479731280905,2023-01-03
53,BTC,46815.027222239296,1.3353820755564914,buy,2023-01-03 09:00:00,2.2109351003084914,trade,-1545.7297866907331,4.682643287126397,2023-01-03
2,BTC,47602.27859889687,0.38884722094443136,buy,2023-01-03 10:00:00,-6.792691877605137,trade,1589.8389781806839,3.9644134237186814,2023-01-03
84,BTC,45956.387406078444,0.2165642915102695,sell,2023-01-03 11:00:00,3.4729083494981534,trade,574.0712208940013,7.240397846669672,2023-01-03
92,BTC,44715.76188550158,1.5834470135300356,sell,2023-01-03 12:00:00,-6.414934885214385,trade,1399.5946451457935,7.89620925484341,2023-01-03
60,BTC,44118.409141472686,0.9736208051617082,buy,2023-01-03 13:00:00,3.8789918102031358,trade,-1342.127748485115,3.7368517237415544,2023-01-03
71,BTC,43488.68266542995,0.210511211460404,buy,2023-01-03 14:00:00,-5.408036784920627,trade,-1365.8241554154388,8.304643130003683,2023-01-03
44,BTC,49295.29144247826,1.9902460026225577,sell,2023-01-03 15:00:00,-7.6489739969956005,trade,-148.96930976729692,3.645250844544404,2023-01-03
8,BTC,48306.19407787729,0.20978306589309662,sell,2023-01-03 16:00:00,-6.694310197140851,trade,502.7844268951942,5.016937239879051,2023-01-03
47,BTC,49650.269106665124,1.420566934831251,sell,2023-01-03 17:00:00,-9.960157295618595,trade,1796.3608229269637,7.543166743127205,2023-01-03
35,BTC,41242.97223485545,1.968989958000486,sell,2023-01-03 18:00:00,4.374792357070605,trade,706.0789138151315,7.236282063023097,2023-01-03
78,BTC,47308.674752036444,0.5544421980102586,buy,2023-01-03 19:00:00,4.648020981167582,trade,-242.68127681203333,9.8863162508098,2023-01-03
81,BTC,49383.404568210375,0.3702738005056727,sell,2023-01-03 20:00:00,0.2986669982651886,trade,-1026.3692076658922,3.026449217943387,2023-01-03
36,BTC,41812.330661656604,0.3306313849026149,sell,2023-01-03 21:00:00,-6.772743978892326,trade,1230.0005727191501,6.960861221856241,2023-01-03
50,BTC,40664.962673667775,0.6762227803784315,sell,2023-01-03 22:00:00,-8.328913249786204,trade,-964.7054257507149,6.487137174481997,2023-01-03
4,BTC,47411.20649290059,0.2919870409202287,buy,2023-01-03 23:00:00,-9.61742067125426,trade,1628.4685547723216,9.235886090410268,2023-01-03
2,BTC,45744.73113179912,1.4151065492188506,buy,2023-01-04 00:00:00,-6.685036460695586,trade,-284.38464960650936,2.4072592748038755,2023-01-04
6,BTC,48418.28776758272,0.21835441644711912,buy,2023-01-04 01:00:00,7.817110699662933,trade,1590.5820726178504,7.766183472282397,2023-01-04
54,BTC,41397.7237662629,1.0679020434846005,buy,2023-01-04 02:00:00,-5.169263165966365,trade,678.9312900592784,6.114417546418915,2023-01-04
4,BTC,47952.673118598905,1.9937240223206558,sell,2023-01-04 03:00:00,-2.9145734556556864,trade,-136.99548944245825,3.4719928280911487,2023-01-04
54,BTC,42016.273200477444,1.6465435120614358,buy,2023-01-04 04:00:00,-7.893090310373337,trade,-519.3963718261266,5.269914227324567,2023-01-04
93,BTC,41636.55942865705,1.2689169326389207,sell,2023-01-04 05:00:00,-5.552773905036594,trade,-340.90787734607983,4.00398937362818,2023-01-04
63,BTC,41642.65797930993,0.6818818794945621,sell,2023-01-04 06:00:00,0.3844914156041028,trade,428.3166923752375,6.213820625096148,2023-01-04
18,BTC,48145.74720231382,1.2854020889541131,sell,2023-01-04 07:00:00,2.155053661913051,trade,77.15649621771674,9.001005497331994,2023-01-04
90,BTC,46651.972206962004,1.101378781432138,sell,2023-01-04 08:00:00,-5.092953716675779,trade,-593.8114080687052,6.123744859709818,2023-01-04
44,BTC,45230.65424769119,0.9095584293917057,buy,2023-01-04 09:00:00,-8.845356815497656,trade,-165.63141031763223,6.685501764939256,2023-01-04
34,BTC,43588.304841235025,0.34834971580637897,buy,2023-01-04 10:00:00,-2.1793426174520274,trade,78.5770297191498,5.668730624032385,2023-01-04
74,BTC,48772.00540813108,1.7845480089568868,buy,2023-01-04 11:00:00,-5.315932581473318,trade,-2128.7340944148123,1.4604895580092832,2023-01-04
62,BTC,43924.45107422635,0.9545908327605127,sell,2023-01-04 12:00:00,-5.608921535403962,trade,458.1681147886987,3.0957270118848483,2023-01-04
100,BTC,48165.99439471577,0.46978277245945366,sell,2023-01-04 13:00:00,9.197256054269104,trade,-979.7212247168068,5.428015564888745,2023-01-04
14,BTC,44391.34908570218,0.7987427666668502,sell,2023-01-04 14:00:00,2.326009718514481,trade,-1153.332403205745,3.792117553702343,2023-01-04
95,BTC,43769.44429424908,0.8868465298049613,sell,2023-01-04 15:00:00,1.137568863441917,trade,-1687.3443471107103,2.635872379850748,2023-01-04
48,BTC,44626.79785669607,1.6723220015770612,sell,2023-01-04 16:00:00,-1.6844979295335616,trade,-1793.8924978678904,5.537195577265945,2023-01-04
15,BTC,43013.77874164142,1.493867323066664,buy,2023-01-04 17:00:00,-1.4211133313971143,trade,-1355.4475031122893,3.905288141030653,2023-01-04
72,BTC,47476.09380176251,1.5616792979185457,sell,2023-01-04 18:00:00,0.8181000767616169,trade,-709.0209576304904,3.3229687885607326,2023-01-04
78,BTC,45027.20390092479,0.1209594024144297,buy,2023-01-04 19:00:00,3.9285961407221457,trade,1953.259137526568,5.175868756963427,2023-01-04
87,BTC,42322.12695146817,0.8906925965415468,sell,2023-01-04 20:00:00,4.042921923636589,trade,-525.879675895204,2.1995583227395583,2023-01-04
62,BTC,48995.74573274569,1.0145538881071148,sell,2023-01-04 21:00:00,-6.566121845891009,trade,177.75010626803135,9.349711597678667,2023-01-04
40,BTC,43838.91221373212,0.1364653259638077,buy,2023-01-04 22:00:00,0.0022550415325390816,trade,400.4813865063287,8.809318881273152,2023-01-04
85,BTC,45435.52861113989,0.593645096615565,buy,2023-01-04 23:00:00,-1.7608380993179615,trade,131.06518621584874,7.368585271664818,2023-01-04
80,BTC,49064.72110964547,1.5445506639320565,sell,2023-01-05 00:00:00,7.410539325387685,trade,-77.44346072599365,1.955924448296106,2023-01-05
82,BTC,46242.37995913992,0.36050844088509815,sell,2023-01-05 01:00:00,2.6283784243675274,trade,-1195.2937635992446,7.982895290227237,2023-01-05
53,BTC,41168.98040708364,1.117089249759924,sell,2023-01-05 02:00:00,0.6500813283196365,trade,1450.9275482792118,8.271615952981172,2023-01-05
24,BTC,49398.321236134754,0.5088835568327512,sell,2023-01-05 03:00:00,-7.6921071564216525,trade,1807.1966436378852,7.9098815594290395,2023-01-05
26,BTC,46277.08053071418,0.12302947182339723,buy,2023-01-05 04:00:00,2.1127577864682294,trade,-1682.6586941226858,2.0256929840731703,2023-01-05
89,BTC,43349.05614657086,0.5582827694391288,sell,2023-01-05 05:00:00,-7.6559218863953316,trade,-1024.0285908863796,6.795171613609883,2023-01-05
60,BTC,41392.720726633874,1.9541601343291022,buy,2023-01-05 06:00:00,-3.2558684886849587,trade,-279.81034237700607,8.508923161744587,2023-01-05
41,BTC,47940.25189270296,1.6229205125776802,sell,2023-01-05 07:00:00,-7.143160703713363,trade,-964.5377949101913,6.1961806109770095,2023-01-05
29,BTC,46200.72755928514,1.9231956242099635,buy,2023-01-05 08:00:00,3.841472940487378,trade,505.96555345586523,6.8176663770528005,2023-01-05
15,BTC,45334.61091976322,1.0269226834600886,buy,2023-01-05 09:00:00,-5.874957723276948,trade,-728.272202406613,5.1252713148367555,2023-01-05
45,BTC,48938.92583050958,0.3084987774872566,sell,2023-01-05 10:00:00,-2.16281253623948,trade,2165.0560678066026,5.758365878956473,2023-01-05
65,BTC,47885.972112245305,1.1411230290500167,buy,2023-01-05 11:00:00,7.913495552375572,trade,1190.548594343596,1.309391725165527,2023-01-05
89,BTC,41516.74879732751,0.9633169356639256,sell,2023-01-05 12:00:00,-5.913672332020594,trade,212.57403063221489,6.750667197759562,2023-01-05
71,BTC,43117.22067795548,1.7042784572052703,buy,2023-01-05 13:00:00,0.1561012791755818,trade,1026.9862633197322,1.7330249160204327,2023-01-05
9,BTC,42484.89139814466,0.2863569034900647,sell,2023-01-05 14:00:00,-1.6145667766795597,trade,1105.900424357309,4.91513134906201,2023-01-05
88,BTC,47439.462925726766,1.0276581603413786,buy,2023-01-05 15:00:00,-9.637519179085405,trade,-563.9474880582433,3.6338958790066704,2023-01-05
1,BTC,40335.3243473578,0.38509246291857013,sell,2023-01-05 16:00:00,5.855162271456255,trade,-816.2172445419648,5.908851551905418,2023-01-05
8,BTC,45698.896848713164,0.7168842610911139,sell,2023-01-05 17:00:00,-8.619081873708005,trade,78.14306296964745,2.2007470197088637,2023-01-05
88,BTC,47624.5868574069,1.5009784470368193,buy,2023-01-05 18:00:00,-0.5148995804609271,trade,861.636124497944,7.224790617759863,2023-01-05
63,BTC,48767.65636761749,1.0044344458006564,buy,2023-01-05 19:00:00,1.2135658987789988,trade,139.06039865341765,8.155103832356232,2023-01-05
11,BTC,43420.817487159075,0.8141877417769616,buy,2023-01-05 20:00:00,2.568529132291742,trade,-1576.996482190997,2.4701900476884084,2023-01-05
81,BTC,48212.57304672013,0.849504929283067,buy,2023-01-05 21:00:00,3.7726325861575116,trade,-802.8244439508422,1.9388177861669393,2023-01-05
8,BTC,41106.317369552075,0.9729488599713746,sell,2023-01-05 22:00:00,-4.934552329545698,trade,-73.97286359437803,2.3096393450862323,2023-01-05
35,BTC,48464.52291734518,1.591531433290408,buy,2023-01-05 23:00:00,-9.800424466831013,trade,-75.66560432583026,8.894148057086515,2023-01-05
35,BTC,41274.88662331982,1.7949609089864453,sell,2023-01-06 00:00:00,4.468873247098239,trade,1972.542176789808,5.753703355807206,2023-01-06
33,BTC,43972.872905603675,1.9151359043574638,buy,2023-01-06 01:00:00,0.7131319869515718,trade,-1385.987942398998,5.2053489640675235,2023-01-06
5,BTC,47972.95365779554,1.5951164338850607,sell,2023-01-06 02:00:00,6.722354064144977,trade,505.5892418358746,1.9604063719211884,2023-01-06
41,BTC,41499.17427348774,0.6992731019212242,sell,2023-01-06 03:00:00,6.427767258013887,trade,1489.1131083282896,6.846004060812656,2023-01-06
28,BTC,42292.513952326415,1.40745594156443,sell,2023-01-06 04:00:00,6.866523355757664,trade,2271.449745422796,8.811996327055809,2023-01-06
7,BTC,47222.52568393066,0.9314459357052446,sell,2023-01-06 05:00:00,-0.29810680040919735,trade,-404.3974231839613,8.453672823911077,2023-01-06
73,BTC,47200.36536546074,0.5838741818874972,buy,2023-01-06 06:00:00,-3.3274320832626874,trade,491.4294527201998,6.634492380827211,2023-01-06
72,BTC,46411.47632885297,1.697656000909253,buy,2023-01-06 07:00:00,5.8311640518274,trade,569.760357198647,1.6775084498650625,2023-01-06
12,BTC,46939.484444671,0.17301006302841748,sell,2023-01-06 08:00:00,-0.9741177394149005,trade,195.4817315532908,2.011573244584117,2023-01-06
34,BTC,45427.244433475964,1.8133477850573048,buy,2023-01-06 09:00:00,-6.33115607193131,trade,-98.84520123930605,1.443780883988422,2023-01-06
33,BTC,42517.99058906953,0.9768071827869949,buy,2023-01-06 10:00:00,7.099480391229488,trade,435.9753895000459,3.3173129484322237,2023-01-06
48,BTC,43456.959935039195,1.310682805935733,sell,2023-01-06 11:00:00,7.651197535446947,trade,-2532.2460852196855,2.2209532044433997,2023-01-06
23,BTC,41815.97716801426,1.3527724521909872,buy,2023-01-06 12:00:00,-0.6738048771965985,trade,682.0694900626313,3.3404323622719048,2023-01-06
62,BTC,49084.50561333628,1.8007237073424192,buy,2023-01-06 13:00:00,-8.48600545380425,trade,126.17790366196718,4.465522501470655,2023-01-06
88,BTC,45833.917947661204,1.309672396117694,buy,2023-01-06 14:00:00,-2.2434782016613752,trade,-222.47489677826536,9.48684505664022,2023-01-06
37,BTC,44008.5141676364,1.2664738110441174,sell,2023-01-06 15:00:00,6.070753189252066,trade,2046.8621957195578,6.493384538035229,2023-01-06
99,BTC,44620.058036441325,0.22663887706531094,buy,2023-01-06 16:00:00,8.035480570924573,trade,-674.9340187905523,8.514764071146661,2023-01-06
44,BTC,49472.83339611815,1.0849752416958878,sell,2023-01-06 17:00:00,-5.930545150048083,trade,-403.0759890650308,7.39316350641099,2023-01-06
86,BTC,41533.514031160805,0.3853211015523791,buy,2023-01-06 18:00:00,-8.66052775949457,trade,1991.553302204734,2.0125281747396855,2023-01-06
91,BTC,45862.298320167974,1.5011241605708225,buy,2023-01-06 19:00:00,7.547009062656773,trade,-832.0613048498566,7.62328365736554,2023-01-06
35,BTC,45058.88678884466,1.0732216495440814,buy,2023-01-06 20:00:00,-2.2119012204224937,trade,-550.1152829365388,3.4758899340321197,2023-01-06
65,BTC,46114.54235434648,1.3924327804958714,sell,2023-01-06 21:00:00,0.8352192853512648,trade,-147.02542343084997,6.751970622952357,2023-01-06
99,BTC,40181.10183820841,0.1791785111445301,sell,2023-01-06 22:00:00,9.361316241015178,trade,840.7344821295493,4.068657762786897,2023-01-06
47,BTC,48721.239089441515,0.26110483048702615,buy,2023-01-06 23:00:00,-8.668705441715543,trade,207.80250735331342,9.979050369381932,2023-01-06
78,BTC,49321.18282483613,1.4610144373190963,sell,2023-01-07 00:00:00,2.966360149041911,trade,-1292.6253471522625,3.3719633154710005,2023-01-07
3,BTC,45651.33183589209,0.2369602383974794,buy,2023-01-07 01:00:00,-8.517891548502659,trade,-532.1685631271895,3.512174236968427,2023-01-07
1,BTC,46966.508238768925,0.23538778275399133,sell,2023-01-07 02:00:00,-2.490621430669993,trade,-607.3544332122113,9.376050300061586,2023-01-07
5,BTC,49224.993811772954,0.12300610294628617,sell,2023-01-07 03:00:00,6.076290903868934,trade,-77.22104522304556,1.221799641726904,2023-01-07
90,BTC,47072.386343133985,1.9173526567690122,buy,2023-01-07 04:00:00,-1.330555344887312,trade,425.84365862982906,7.270200890858772,2023-01-07
14,BTC,41525.390429142615,1.5012658829721133,buy,2023-01-07 05:00:00,9.943647078059008,trade,418.2057558879721,7.527937516622903,2023-01-07
27,BTC,45762.88360166813,0.7711776761539219,buy,2023-01-07 06:00:00,1.181185698932044,trade,-1776.0117540484023,8.527407196693595,2023-01-07
9,BTC,46067.150463828555,0.6634176044465449,buy,2023-01-07 07:00:00,-3.5767569472809306,trade,1063.940987560856,9.769953795746279,2023-01-07
79,BTC,44241.30671302386,0.7644361365171141,sell,2023-01-07 08:00:00,-5.597773481904937,trade,252.56884599662348,9.780417272409872,2023-01-07
15,BTC,47364.44235624723,1.5718417092442456,sell,2023-01-07 09:00:00,-2.9895893142767633,trade,1384.5320475939063,1.587490818098175,2023-01-07
90,BTC,49343.67014769015,1.3566041610337873,sell,2023-01-07 10:00:00,-2.549334524808984,trade,444.1983272906719,8.396553904776123,2023-01-07
42,BTC,49255.685129067766,0.4518715789481891,buy,2023-01-07 11:00:00,-8.62572644552078,trade,1101.3229577357622,6.816789402916432,2023-01-07
77,BTC,44508.39371404132,0.4308077371347603,buy,2023-01-07 12:00:00,-2.6085160114645367,trade,466.545311450127,6.826079209357821,2023-01-07
51,BTC,41132.380458407555,0.28695173445545485,sell,2023-01-07 13:00:00,-0.7152296052155016,trade,1346.2257562027482,2.155149339532253,2023-01-07
63,BTC,49848.411989623346,1.3545751674325426,buy,2023-01-07 14:00:00,4.454755044776093,trade,522.2506360177786,6.85168449801088,2023-01-07
96,BTC,48388.98086445934,1.5523080582212982,sell,2023-01-07 15:00:00,3.13458969443216,trade,-97.91524644290406,9.84234322541123,2023-01-07
52,BTC,41246.62681203267,0.6035882138175076,sell,2023-01-07 16:00:00,4.1753131045830845,trade,2272.434720446882,9.206367125855023,2023-01-07
96,BTC,49208.41882617372,0.13979542595873434,sell,2023-01-07 17:00:00,-9.832726362462857,trade,889.0371222798921,4.952175947243655,2023-01-07
4,BTC,48698.96362062128,0.25612616820521195,sell,2023-01-07 18:00:00,-5.646652008389279,trade,573.7444210044132,1.359531759574849,2023-01-07
94,BTC,45188.38057126072,1.9389340662055579,sell,2023-01-07 19:00:00,3.2336857679971303,trade,-1276.304416538336,4.260641410001844,2023-01-07
23,BTC,45912.75435744929,0.6613450772070985,buy,2023-01-07 20:00:00,-0.3202126364050564,trade,-1288.3076174635378,8.437512804404996,2023-01-07
15,BTC,43990.0270387013,1.561523980892454,buy,2023-01-07 21:00:00,-9.893730486633082,trade,292.7154821418534,7.313491913186494,2023-01-07
43,BTC,40547.61638822031,1.2868607808231012,buy,2023-01-07 22:00:00,6.089892848636445,trade,145.5211977682408,5.134092900345608,2023-01-07
29,BTC,43351.97241645901,0.8256853153405022,sell,2023-01-07 23:00:00,5.456191465806748,trade,-614.1225650083162,1.4959138164294798,2023-01-07
36,BTC,48028.53448598011,0.4908057981715547,sell,2023-01-08 00:00:00,0.9683832598712527,trade,140.98269961206,4.842052550409724,2023-01-08
13,BTC,40046.320230046025,0.33063419450287224,sell,2023-01-08 01:00:00,-8.670733484474557,trade,1588.6269280435959,5.221224457460951,2023-01-08
32,BTC,43334.99171691144,1.2685246392738467,sell,2023-01-08 02:00:00,5.330300990651693,trade,695.4024745502987,9.356999796047223,2023-01-08
71,BTC,43981.686935909434,1.5718041832117973,buy,2023-01-08 03:00:00,1.674271754627279,trade,-1141.0085097527383,6.769774932239435,2023-01-08
59,BTC,45373.95602937923,1.3234180817281482,buy,2023-01-08 04:00:00,5.639199543159183,trade,-111.5088271429437,3.80487624989184,2023-01-08
86,BTC,49198.55616412761,1.1075740531734009,sell,2023-01-08 05:00:00,5.034939847916808,trade,-804.9664808525608,5.727864380056492,2023-01-08
28,BTC,43463.45994365961,0.1797073245201089,sell,2023-01-08 06:00:00,6.060041439156741,trade,-387.69991640856114,1.5944977703994407,2023-01-08
66,BTC,43469.53201896228,1.9401286774293292,sell,2023-01-08 07:00:00,0.3601613280924969,trade,-413.61566562964276,9.75311412084763,2023-01-08
42,BTC,47375.01248109748,1.6175569641436918,buy,2023-01-08 08:00:00,-7.193509636129701,trade,-477.6455826040052,4.240539117376534,2023-01-08
45,BTC,44522.17940889807,0.656361869731833,buy,2023-01-08 09:00:00,3.423149467593774,trade,-1255.135371973395,5.3008061942182225,2023-01-08
62,BTC,42246.04822939982,1.9619436257818161,buy,2023-01-08 10:00:00,2.409475701039412,trade,-127.65468151819012,4.197555768132304,2023-01-08
57,BTC,44524.39516132693,1.2435750203090121,sell,2023-01-08 11:00:00,4.845063743981743,trade,-560.60763684731,7.142605571045801,2023-01-08
6,BTC,41408.570203798,1.2066030505937684,sell,2023-01-08 12:00:00,-6.602379878985294,trade,-2929.448690002268,6.960089424966338,2023-01-08
28,BTC,41763.86986506223,1.521339040916111,buy,2023-01-08 13:00:00,-6.100496001994216,trade,2052.972024501663,7.43790079476222,2023-01-08
28,BTC,44983.677727394796,1.6423625973712614,sell,2023-01-08 14:00:00,7.808190344386571,trade,1088.769654216672,3.4132890665072875,2023-01-08
44,BTC,44189.254495045476,1.347309353929855,buy,2023-01-08 15:00:00,4.999555969041417,trade,-376.3007249249961,3.841016330476594,2023-01-08
84,BTC,49148.459010681,0.34338191809578,sell,2023-01-08 16:00:00,8.16456977400646,trade,18.819049740598423,2.1272610798658715,2023-01-08
30,BTC,43623.93899116633,0.7427082613895469,buy,2023-01-08 17:00:00,5.174306423278415,trade,-1171.6543473175618,6.899589746615013,2023-01-08
